# d_f:2.7
# l:100
# g:100
# phi:0.3
# l_k:1
# ideal_br:True
# N_e:9903
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 1.39506e-07 2.79997e-07 3.59694e-48 1.40496e-07 5.59999e-07
8.96151e+03 1.63013e-07 3.27367e-07 1.20554e-43 1.64362e-07 6.54741e-07
8.03086e+03 1.90664e-07 3.83146e-07 1.37073e-39 1.92493e-07 7.66303e-07
7.19686e+03 2.23203e-07 4.48862e-07 5.91560e-36 2.25675e-07 8.97740e-07
6.44947e+03 2.61509e-07 5.26324e-07 1.07157e-32 2.64840e-07 1.05267e-06
5.77969e+03 3.06621e-07 6.17679e-07 8.91614e-30 3.11094e-07 1.23539e-06
5.17947e+03 3.59767e-07 7.25480e-07 3.69449e-27 3.65767e-07 1.45101e-06
4.64159e+03 4.22401e-07 8.52755e-07 8.19597e-25 4.30434e-07 1.70559e-06
4.15956e+03 4.96244e-07 1.00311e-06 1.03872e-22 5.06984e-07 2.00634e-06
3.72759e+03 5.83334e-07 1.18084e-06 7.97086e-21 5.97680e-07 2.36185e-06
3.34048e+03 6.86090e-07 1.39107e-06 3.90173e-19 7.05227e-07 2.78238e-06
2.99358e+03 8.07382e-07 1.63991e-06 1.27657e-17 8.32913e-07 3.28021e-06
2.68270e+03 9.50619e-07 1.93471e-06 2.91103e-16 9.84659e-07 3.86999e-06
2.40410e+03 1.11986e-06 2.28426e-06 4.80361e-15 1.16523e-06 4.56935e-06
2.15443e+03 1.31994e-06 2.69912e-06 5.93219e-14 1.38042e-06 5.39948e-06
1.93070e+03 1.55665e-06 3.19207e-06 5.65049e-13 1.63726e-06 6.38597e-06
1.73020e+03 1.83691e-06 3.77855e-06 4.26504e-12 1.94436e-06 7.55981e-06
1.55052e+03 2.16906e-06 4.47735e-06 2.61367e-11 2.31229e-06 8.95872e-06
1.38950e+03 2.56319e-06 5.31144e-06 1.32895e-10 2.75407e-06 1.06288e-05
1.24520e+03 3.03162e-06 6.30905e-06 5.71695e-10 3.28564e-06 1.26269e-05
1.11588e+03 3.58947e-06 7.50506e-06 2.11742e-09 3.92643e-06 1.50231e-05
1.00000e+03 4.25581e-06 8.94272e-06 6.85879e-09 4.69948e-06 1.79049e-05
8.96151e+02 5.05380e-06 1.06755e-05 1.97060e-08 5.63110e-06 2.13801e-05
8.03086e+02 6.01257e-06 1.27688e-05 5.08561e-08 6.74936e-06 2.55816e-05
7.19686e+02 7.16888e-06 1.53011e-05 1.19236e-07 8.08151e-06 3.06707e-05
6.44947e+02 8.56285e-06 1.83638e-05 2.56575e-07 9.64996e-06 3.68332e-05
5.77969e+02 1.02424e-05 2.20591e-05 5.11373e-07 1.14678e-05 4.42807e-05
5.17947e+02 1.22580e-05 2.64957e-05 9.51812e-07 1.35342e-05 5.32398e-05
4.64159e+02 1.46598e-05 3.17827e-05 1.66674e-06 1.58312e-05 6.39405e-05
4.15956e+02 1.74937e-05 3.80218e-05 2.76429e-06 1.83224e-05 7.66021e-05
3.72759e+02 2.07975e-05 4.52997e-05 4.36818e-06 2.09536e-05 9.14190e-05
3.34048e+02 2.45975e-05 5.36815e-05 6.61260e-06 2.36568e-05 1.08548e-04
2.99358e+02 2.89081e-05 6.32044e-05 9.63643e-06 2.63547e-05 1.28104e-04
2.68270e+02 3.37324e-05 7.38915e-05 1.35784e-05 2.89672e-05 1.50170e-04
2.40410e+02 3.90668e-05 8.56919e-05 1.85737e-05 3.14171e-05 1.74750e-04
2.15443e+02 4.49069e-05 9.85673e-05 2.48690e-05 3.36358e-05 2.01979e-04
1.93070e+02 5.12566e-05 1.12442e-04 3.23816e-05 3.55639e-05 2.31644e-04
1.73020e+02 5.81369e-05 1.27222e-04 4.13361e-05 3.71670e-05 2.63862e-04
1.55052e+02 6.55972e-05 1.42801e-04 5.18675e-05 3.84168e-05 2.98682e-04
1.38950e+02 7.37246e-05 1.59066e-04 6.41300e-05 3.93035e-05 3.36224e-04
1.24520e+02 8.26539e-05 1.75906e-04 7.82995e-05 3.98316e-05 3.76691e-04
1.11588e+02 9.25772e-05 1.93214e-04 9.45878e-05 4.00175e-05 4.20397e-04
1.00000e+02 1.03752e-04 2.10897e-04 1.13253e-04 3.98870e-05 4.67789e-04
