# d_f:3
# l:200
# g:100
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 5.98624e-06 2.22074e-05 1.13769e-25 2.06726e-05 4.88663e-05
8.96151e+03 6.67995e-06 2.46639e-05 2.06493e-23 2.28586e-05 5.42025e-05
8.03086e+03 7.45405e-06 2.73835e-05 2.18506e-21 2.52661e-05 6.01036e-05
7.19686e+03 8.31785e-06 3.03946e-05 1.42582e-19 2.79138e-05 6.66263e-05
6.44947e+03 9.28176e-06 3.37286e-05 6.03313e-18 3.08227e-05 7.38331e-05
5.77969e+03 1.03574e-05 3.74172e-05 1.73168e-16 3.40199e-05 8.17944e-05
5.17947e+03 1.15576e-05 4.14962e-05 3.51056e-15 3.75291e-05 9.05830e-05
4.64159e+03 1.28970e-05 4.60053e-05 5.21186e-14 4.13782e-05 1.00281e-04
4.15956e+03 1.43915e-05 5.09876e-05 5.85340e-13 4.55971e-05 1.10976e-04
3.72759e+03 1.60593e-05 5.64903e-05 5.11981e-12 5.02187e-05 1.22768e-04
3.34048e+03 1.79203e-05 6.25649e-05 3.57977e-11 5.52801e-05 1.35765e-04
2.99358e+03 1.99969e-05 6.92678e-05 2.04816e-10 6.08192e-05 1.50084e-04
2.68270e+03 2.23142e-05 7.66602e-05 9.79227e-10 6.68661e-05 1.65842e-04
2.40410e+03 2.49000e-05 8.48086e-05 3.98634e-09 7.34872e-05 1.83200e-04
2.15443e+03 2.77851e-05 9.37698e-05 1.40527e-08 8.07203e-05 2.02289e-04
1.93070e+03 3.10036e-05 1.03649e-04 4.35511e-08 8.86114e-05 2.23308e-04
1.73020e+03 3.45926e-05 1.14513e-04 1.20278e-07 9.72006e-05 2.46426e-04
1.55052e+03 3.85915e-05 1.26444e-04 2.99644e-07 1.06513e-04 2.71848e-04
1.38950e+03 4.30407e-05 1.39523e-04 6.80761e-07 1.16549e-04 2.99794e-04
1.24520e+03 4.79796e-05 1.53826e-04 1.42433e-06 1.27267e-04 3.30497e-04
1.11588e+03 5.34432e-05 1.69418e-04 2.76868e-06 1.38574e-04 3.64204e-04
1.00000e+03 5.94590e-05 1.86345e-04 5.03977e-06 1.50315e-04 4.01159e-04
8.96151e+02 6.60431e-05 2.04634e-04 8.65175e-06 1.62272e-04 4.41601e-04
8.03086e+02 7.31965e-05 2.24285e-04 1.40967e-05 1.74172e-04 4.85750e-04
7.19686e+02 8.09039e-05 2.45268e-04 2.19249e-05 1.85701e-04 5.33798e-04
6.44947e+02 8.91324e-05 2.67532e-04 3.27185e-05 1.96515e-04 5.85898e-04
5.77969e+02 9.78343e-05 2.91002e-04 4.70643e-05 2.06302e-04 6.42202e-04
5.17947e+02 1.06952e-04 3.15586e-04 6.55288e-05 2.14751e-04 7.02818e-04
4.64159e+02 1.16427e-04 3.41186e-04 8.86405e-05 2.21604e-04 7.67858e-04
4.15956e+02 1.26213e-04 3.67692e-04 1.16881e-04 2.26666e-04 8.37451e-04
3.72759e+02 1.36286e-04 3.94995e-04 1.50684e-04 2.29809e-04 9.11774e-04
3.34048e+02 1.46671e-04 4.22975e-04 1.90446e-04 2.30979e-04 9.91071e-04
2.99358e+02 1.57450e-04 4.51547e-04 2.36539e-04 2.30191e-04 1.07573e-03
2.68270e+02 1.68782e-04 4.80488e-04 2.89365e-04 2.27524e-04 1.16616e-03
2.40410e+02 1.80919e-04 5.09676e-04 3.49240e-04 2.23111e-04 1.26295e-03
2.15443e+02 1.94208e-04 5.38928e-04 4.16614e-04 2.17130e-04 1.36688e-03
1.93070e+02 2.09099e-04 5.68061e-04 4.91978e-04 2.09793e-04 1.47893e-03
1.73020e+02 2.26141e-04 5.96847e-04 5.75899e-04 2.01334e-04 1.60022e-03
1.55052e+02 2.45981e-04 6.25087e-04 6.69036e-04 1.91969e-04 1.73207e-03
1.38950e+02 2.69350e-04 6.52561e-04 7.72169e-04 1.81941e-04 1.87602e-03
1.24520e+02 2.97060e-04 6.79074e-04 8.86215e-04 1.71471e-04 2.03382e-03
1.11588e+02 3.29997e-04 7.04440e-04 1.01221e-03 1.60755e-04 2.20741e-03
1.00000e+02 3.69111e-04 7.28519e-04 1.15144e-03 1.50005e-04 2.39907e-03
8.96151e+01 4.15416e-04 7.51182e-04 1.30527e-03 1.39350e-04 2.61122e-03
8.03086e+01 4.69990e-04 7.72332e-04 1.47531e-03 1.28931e-04 2.84656e-03
7.19686e+01 5.33981e-04 7.91915e-04 1.66342e-03 1.18853e-04 3.10817e-03
6.44947e+01 6.08611e-04 8.10023e-04 1.87152e-03 1.09192e-04 3.39934e-03
5.77969e+01 6.95192e-04 8.26414e-04 2.10196e-03 1.00006e-04 3.72357e-03
5.17947e+01 7.95136e-04 8.41638e-04 2.35735e-03 9.14901e-05 4.08561e-03
4.64159e+01 9.09975e-04 8.54570e-04 2.64057e-03 8.32112e-05 4.48833e-03
4.15956e+01 1.04138e-03 8.66453e-04 2.95495e-03 7.56498e-05 4.93843e-03
3.72759e+01 1.19118e-03 8.77014e-04 3.30403e-03 6.86562e-05 5.44088e-03
3.34048e+01 1.36140e-03 8.86225e-04 3.69191e-03 6.22184e-05 6.00176e-03
2.99358e+01 1.55428e-03 8.94330e-04 4.12304e-03 5.63086e-05 6.62796e-03
2.68270e+01 1.77228e-03 9.01313e-04 4.60246e-03 5.08871e-05 7.32694e-03
2.40410e+01 2.01818e-03 9.07315e-04 5.13575e-03 4.59108e-05 8.10715e-03
2.15443e+01 2.29503e-03 9.12435e-04 5.72913e-03 4.13419e-05 8.97794e-03
1.93070e+01 2.60627e-03 9.16741e-04 6.38970e-03 3.71547e-05 9.94987e-03
1.73020e+01 2.95572e-03 9.20334e-04 7.12529e-03 3.33367e-05 1.10347e-02
1.55052e+01 3.34765e-03 9.23303e-04 7.94430e-03 2.98837e-05 1.22451e-02
1.38950e+01 3.78682e-03 9.25715e-04 8.85719e-03 2.67925e-05 1.35965e-02
1.24520e+01 4.27858e-03 9.27634e-04 9.87442e-03 2.40527e-05 1.51047e-02
1.11588e+01 4.82888e-03 9.29125e-04 1.10069e-02 2.16418e-05 1.67865e-02
1.00000e+01 5.44435e-03 9.30280e-04 1.22684e-02 1.95244e-05 1.86626e-02
