# d_f:3
# l:100
# g:50
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 5.98624e-06 2.27574e-05 4.09083e-47 2.16651e-05 5.04088e-05
8.96151e+03 6.67995e-06 2.53118e-05 1.34229e-42 2.40236e-05 5.60153e-05
8.03086e+03 7.45405e-06 2.81470e-05 1.49624e-38 2.66283e-05 6.22294e-05
7.19686e+03 8.31785e-06 3.12929e-05 6.33851e-35 2.95036e-05 6.91144e-05
6.44947e+03 9.28176e-06 3.47825e-05 1.12841e-31 3.26757e-05 7.67400e-05
5.77969e+03 1.03574e-05 3.86488e-05 9.23775e-29 3.61703e-05 8.51765e-05
5.17947e+03 1.15576e-05 4.29388e-05 3.77002e-26 4.00246e-05 9.45210e-05
4.64159e+03 1.28970e-05 4.76925e-05 8.24556e-24 4.42641e-05 1.04854e-04
4.15956e+03 1.43915e-05 5.29558e-05 1.03123e-21 4.89325e-05 1.16280e-04
3.72759e+03 1.60593e-05 5.87843e-05 7.81608e-20 5.40688e-05 1.28912e-04
3.34048e+03 1.79203e-05 6.52385e-05 3.78211e-18 5.97127e-05 1.42871e-04
2.99358e+03 1.99969e-05 7.23800e-05 1.22423e-16 6.59177e-05 1.58295e-04
2.68270e+03 2.23143e-05 8.02787e-05 2.76405e-15 7.27295e-05 1.75322e-04
2.40410e+03 2.49001e-05 8.90112e-05 4.51923e-14 8.02027e-05 1.94114e-04
2.15443e+03 2.77857e-05 9.86615e-05 5.53371e-13 8.83961e-05 2.14843e-04
1.93070e+03 3.10056e-05 1.09321e-04 5.22982e-12 9.73721e-05 2.37699e-04
1.73020e+03 3.45986e-05 1.21091e-04 3.91925e-11 1.07204e-04 2.62893e-04
1.55052e+03 3.86080e-05 1.34080e-04 2.38607e-10 1.17967e-04 2.90654e-04
1.38950e+03 4.30821e-05 1.48407e-04 1.20601e-09 1.29718e-04 3.21208e-04
1.24520e+03 4.80744e-05 1.64202e-04 5.16018e-09 1.42587e-04 3.54868e-04
1.11588e+03 5.36449e-05 1.81576e-04 1.90196e-08 1.56649e-04 3.91889e-04
1.00000e+03 5.98597e-05 2.00736e-04 6.13426e-08 1.71998e-04 4.32655e-04
8.96151e+02 6.67909e-05 2.21813e-04 1.75568e-07 1.88720e-04 4.77499e-04
8.03086e+02 7.45162e-05 2.44970e-04 4.51564e-07 2.06877e-04 5.26815e-04
7.19686e+02 8.31162e-05 2.70372e-04 1.05559e-06 2.26488e-04 5.81032e-04
6.44947e+02 9.26708e-05 2.98176e-04 2.26560e-06 2.47500e-04 6.40613e-04
5.77969e+02 1.03254e-04 3.28518e-04 4.50536e-06 2.69763e-04 7.06040e-04
5.17947e+02 1.14925e-04 3.61506e-04 8.36932e-06 2.93007e-04 7.77808e-04
4.64159e+02 1.27726e-04 3.97206e-04 1.46302e-05 3.16837e-04 8.56399e-04
4.15956e+02 1.41668e-04 4.35635e-04 2.42256e-05 3.40739e-04 9.42268e-04
3.72759e+02 1.56732e-04 4.76753e-04 3.82238e-05 3.64107e-04 1.03582e-03
3.34048e+02 1.72863e-04 5.20472e-04 5.77748e-05 3.86263e-04 1.13737e-03
2.99358e+02 1.89974e-04 5.66683e-04 8.40550e-05 4.06573e-04 1.24729e-03
2.68270e+02 2.07956e-04 6.15177e-04 1.18254e-04 4.24393e-04 1.36578e-03
2.40410e+02 2.26688e-04 6.65761e-04 1.61388e-04 4.39175e-04 1.49301e-03
2.15443e+02 2.46067e-04 7.18226e-04 2.14477e-04 4.50485e-04 1.62926e-03
1.93070e+02 2.66029e-04 7.72360e-04 2.78422e-04 4.58023e-04 1.77483e-03
1.73020e+02 2.86587e-04 8.27920e-04 3.54037e-04 4.61636e-04 1.93018e-03
1.55052e+02 3.07864e-04 8.84662e-04 4.42074e-04 4.61309e-04 2.09591e-03
1.38950e+02 3.30127e-04 9.42312e-04 5.43268e-04 4.57160e-04 2.27287e-03
1.24520e+02 3.53817e-04 1.00056e-03 6.58370e-04 4.49422e-04 2.46217e-03
1.11588e+02 3.79565e-04 1.05906e-03 7.88194e-04 4.38425e-04 2.66525e-03
1.00000e+02 4.08206e-04 1.11781e-03 9.33668e-04 4.24574e-04 2.88425e-03
8.96151e+01 4.40775e-04 1.17566e-03 1.09587e-03 4.08334e-04 3.12064e-03
8.03086e+01 4.78503e-04 1.23271e-03 1.27606e-03 3.90128e-04 3.37739e-03
7.19686e+01 5.22801e-04 1.28826e-03 1.47597e-03 3.70449e-04 3.65749e-03
6.44947e+01 5.75243e-04 1.34193e-03 1.69656e-03 3.49748e-04 3.96348e-03
5.77969e+01 6.37554e-04 1.39345e-03 1.94081e-03 3.28440e-04 4.30025e-03
5.17947e+01 7.11593e-04 1.44244e-03 2.21052e-03 3.06921e-04 4.67148e-03
4.64159e+01 7.99348e-04 1.48863e-03 2.50837e-03 2.85514e-04 5.08186e-03
4.15956e+01 9.02933e-04 1.53192e-03 2.83772e-03 2.64499e-04 5.53707e-03
3.72759e+01 1.02460e-03 1.57207e-03 3.20174e-03 2.44104e-04 6.04251e-03
3.34048e+01 1.16674e-03 1.60904e-03 3.60455e-03 2.24499e-04 6.60483e-03
2.99358e+01 1.33192e-03 1.64283e-03 4.05059e-03 2.05812e-04 7.23115e-03
2.68270e+01 1.52289e-03 1.67350e-03 4.54472e-03 1.88133e-04 7.92923e-03
2.40410e+01 1.74263e-03 1.70109e-03 5.09268e-03 1.71527e-04 8.70793e-03
2.15443e+01 1.99440e-03 1.72575e-03 5.70062e-03 1.56040e-04 9.57681e-03
1.93070e+01 2.28175e-03 1.74764e-03 6.37557e-03 1.41688e-04 1.05466e-02
1.73020e+01 2.60859e-03 1.76692e-03 7.12533e-03 1.28460e-04 1.16293e-02
1.55052e+01 2.97925e-03 1.78378e-03 7.95862e-03 1.16308e-04 1.28380e-02
1.38950e+01 3.39853e-03 1.79841e-03 8.88513e-03 1.05160e-04 1.41872e-02
1.24520e+01 3.87173e-03 1.81103e-03 9.92016e-03 9.49305e-05 1.56979e-02
1.11588e+01 4.40481e-03 1.82179e-03 1.10625e-02 8.55375e-05 1.73746e-02
1.00000e+01 5.00438e-03 1.83087e-03 1.23390e-02 7.69216e-05 1.92511e-02
