# d_f:2.7
# l:100
# g:200
# phi:0.1
# l_k:3.5
# ideal_br:True
# N_e:1147
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 4.44708e-08 4.44440e-08 3.66218e-49 1.11047e-08 1.00019e-07
8.96151e+03 5.02840e-08 5.02713e-08 1.22741e-44 1.25652e-08 1.13120e-07
8.03086e+03 5.68895e-08 5.69006e-08 1.39559e-40 1.42287e-08 1.28019e-07
7.19686e+03 6.44125e-08 6.44614e-08 6.02290e-37 1.61288e-08 1.45003e-07
6.44947e+03 7.30024e-08 7.31093e-08 1.09101e-33 1.83059e-08 1.64418e-07
5.77969e+03 8.28384e-08 8.30315e-08 9.07786e-31 2.08089e-08 1.86679e-07
5.17947e+03 9.41340e-08 9.44535e-08 3.76150e-28 2.36975e-08 2.12285e-07
4.64159e+03 1.07144e-07 1.07645e-07 8.34463e-26 2.70431e-08 2.41832e-07
4.15956e+03 1.22171e-07 1.22930e-07 1.05756e-23 3.09324e-08 2.76034e-07
3.72759e+03 1.39574e-07 1.40696e-07 8.11543e-22 3.54699e-08 3.15740e-07
3.34048e+03 1.59778e-07 1.61407e-07 3.97250e-20 4.07818e-08 3.61967e-07
2.99358e+03 1.83288e-07 1.85619e-07 1.29972e-18 4.70226e-08 4.15929e-07
2.68270e+03 2.10701e-07 2.13999e-07 2.96383e-17 5.43783e-08 4.79078e-07
2.40410e+03 2.42724e-07 2.47351e-07 4.89074e-16 6.30775e-08 5.53153e-07
2.15443e+03 2.80198e-07 2.86646e-07 6.03979e-15 7.34014e-08 6.40245e-07
1.93070e+03 3.24118e-07 3.33061e-07 5.75298e-14 8.56981e-08 7.42877e-07
1.73020e+03 3.75675e-07 3.88031e-07 4.34240e-13 1.00403e-07 8.64110e-07
1.55052e+03 4.36289e-07 4.53323e-07 2.66108e-12 1.18065e-07 1.00768e-06
1.38950e+03 5.07663e-07 5.31125e-07 1.35306e-11 1.39385e-07 1.17819e-06
1.24520e+03 5.91860e-07 6.24180e-07 5.82065e-11 1.65262e-07 1.38136e-06
1.11588e+03 6.91383e-07 7.35968e-07 2.15582e-10 1.96842e-07 1.62441e-06
1.00000e+03 8.09299e-07 8.70942e-07 6.98319e-10 2.35561e-07 1.91650e-06
8.96151e+02 9.49362e-07 1.03482e-06 2.00634e-09 2.83148e-07 2.26934e-06
8.03086e+02 1.11632e-06 1.23488e-06 5.17785e-09 3.41555e-07 2.69793e-06
7.19686e+02 1.31551e-06 1.48022e-06 1.21399e-08 4.12787e-07 3.22066e-06
6.44947e+02 1.55343e-06 1.78186e-06 2.61229e-08 4.98630e-07 3.86004e-06
5.77969e+02 1.83753e-06 2.15256e-06 5.20649e-08 6.00302e-07 4.64247e-06
5.17947e+02 2.17621e-06 2.60639e-06 9.69076e-08 7.18092e-07 5.59759e-06
4.64159e+02 2.57612e-06 3.15785e-06 1.69697e-07 8.51095e-07 6.75477e-06
4.15956e+02 3.04544e-06 3.82088e-06 2.81443e-07 9.97060e-07 8.14483e-06
3.72759e+02 3.59118e-06 4.60757e-06 4.44741e-07 1.15234e-06 9.79583e-06
