# d_f:2.7
# l:200
# g:200
# phi:0.1
# l_k:3.5
# ideal_br:True
# N_e:1830
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 2.94908e-08 5.88332e-08 1.20962e-27 2.93475e-08 1.17672e-07
8.96151e+03 3.36276e-08 6.71364e-08 2.22620e-25 3.35159e-08 1.34280e-07
8.03086e+03 3.84196e-08 7.67746e-08 2.38648e-23 3.83649e-08 1.53559e-07
7.19686e+03 4.39846e-08 8.79942e-08 1.57621e-21 4.40234e-08 1.76002e-07
6.44947e+03 5.04625e-08 1.01089e-07 6.74503e-20 5.06458e-08 2.02198e-07
5.77969e+03 5.80193e-08 1.16411e-07 1.95639e-18 5.84195e-08 2.32850e-07
5.17947e+03 6.68521e-08 1.34381e-07 4.00481e-17 6.75682e-08 2.68801e-07
4.64159e+03 7.71953e-08 1.55502e-07 5.99930e-16 7.83638e-08 3.11061e-07
4.15956e+03 8.93279e-08 1.80381e-07 6.79384e-15 9.11361e-08 3.60845e-07
3.72759e+03 1.03583e-07 2.09750e-07 5.98785e-14 1.06287e-07 4.19621e-07
3.34048e+03 1.20361e-07 2.44495e-07 4.21603e-13 1.24309e-07 4.89166e-07
2.99358e+03 1.40143e-07 2.85693e-07 2.42760e-12 1.45806e-07 5.71644e-07
2.68270e+03 1.63511e-07 3.34665e-07 1.16736e-11 1.71522e-07 6.69709e-07
2.40410e+03 1.91177e-07 3.93034e-07 4.77705e-11 2.02369e-07 7.86628e-07
2.15443e+03 2.24019e-07 4.62812e-07 1.69190e-10 2.39449e-07 9.26449e-07
1.93070e+03 2.63123e-07 5.46490e-07 5.26534e-10 2.84058e-07 1.09420e-06
1.73020e+03 3.09837e-07 6.47141e-07 1.45954e-09 3.37650e-07 1.29609e-06
1.55052e+03 3.65935e-07 7.68510e-07 3.64791e-09 4.01735e-07 1.53983e-06
1.38950e+03 4.33295e-07 9.15051e-07 8.31125e-09 4.77717e-07 1.83437e-06
1.24520e+03 5.14308e-07 1.09189e-06 1.74323e-08 5.66666e-07 2.19030e-06
1.11588e+03 6.11567e-07 1.30468e-06 3.39587e-08 6.69065e-07 2.61927e-06
1.00000e+03 7.28023e-07 1.55932e-06 6.19309e-08 7.84587e-07 3.13386e-06
8.96151e+02 8.66900e-07 1.86161e-06 1.06496e-07 9.11941e-07 3.74695e-06
8.03086e+02 1.02927e-06 2.21682e-06 1.73789e-07 1.04884e-06 4.46872e-06
7.19686e+02 1.21758e-06 2.62931e-06 2.70706e-07 1.19211e-06 5.30970e-06
6.44947e+02 1.43304e-06 3.10211e-06 4.04606e-07 1.33788e-06 6.27763e-06
5.77969e+02 1.67622e-06 3.63672e-06 5.83012e-07 1.48191e-06 7.37787e-06
5.17947e+02 1.94716e-06 4.23302e-06 8.13365e-07 1.61989e-06 8.61344e-06
4.64159e+02 2.24561e-06 4.88926e-06 1.10289e-06 1.74780e-06 9.98556e-06
4.15956e+02 2.57145e-06 5.60222e-06 1.45858e-06 1.86196e-06 1.14942e-05
3.72759e+02 2.92517e-06 6.36748e-06 1.88734e-06 1.95996e-06 1.31399e-05
3.34048e+02 3.30838e-06 7.17972e-06 2.39625e-06 2.03970e-06 1.49240e-05
2.99358e+02 3.72436e-06 8.03305e-06 2.99292e-06 2.10011e-06 1.68504e-05
2.68270e+02 4.17867e-06 8.92139e-06 3.68598e-06 2.14093e-06 1.89270e-05
2.40410e+02 4.67956e-06 9.83874e-06 4.48552e-06 2.16264e-06 2.11665e-05
2.15443e+02 5.23852e-06 1.07795e-05 5.40376e-06 2.16631e-06 2.35881e-05
1.93070e+02 5.87075e-06 1.17389e-05 6.45556e-06 2.15360e-06 2.62189e-05
1.73020e+02 6.59558e-06 1.27125e-05 7.65914e-06 2.12607e-06 2.90933e-05
1.55052e+02 7.43697e-06 1.36972e-05 9.03667e-06 2.08581e-06 3.22566e-05
1.38950e+02 8.42410e-06 1.46906e-05 1.06151e-05 2.03489e-06 3.57647e-05
1.24520e+02 9.59195e-06 1.56951e-05 1.24269e-05 1.97531e-06 3.96892e-05
1.11588e+02 1.09822e-05 1.67029e-05 1.45109e-05 1.90884e-06 4.41048e-05
1.00000e+02 1.26439e-05 1.77191e-05 1.69145e-05 1.83766e-06 4.91151e-05
8.96151e+01 1.46351e-05 1.87446e-05 1.97073e-05 1.76297e-06 5.48500e-05
8.03086e+01 1.70239e-05 1.97818e-05 2.29289e-05 1.68626e-06 6.14209e-05
7.19686e+01 1.98900e-05 2.08337e-05 2.66129e-05 1.60869e-06 6.89454e-05
6.44947e+01 2.33274e-05 2.19034e-05 3.09716e-05 1.53120e-06 7.77336e-05
5.77969e+01 2.74459e-05 2.29947e-05 3.60563e-05 1.45455e-06 8.79515e-05
