# d_f:3
# l:100
# g:30
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 4.14432e-06 2.58350e-05 4.72019e-47 4.03779e-05 7.03572e-05
8.96151e+03 4.62458e-06 2.87023e-05 1.54880e-42 4.46790e-05 7.80059e-05
8.03086e+03 5.16049e-06 3.18784e-05 1.72643e-38 4.94117e-05 8.64506e-05
7.19686e+03 5.75851e-06 3.53951e-05 7.31367e-35 5.46153e-05 9.57689e-05
6.44947e+03 6.42583e-06 3.92873e-05 1.30201e-31 6.03320e-05 1.06045e-04
5.77969e+03 7.17048e-06 4.35927e-05 1.06589e-28 6.66071e-05 1.17370e-04
5.17947e+03 8.00143e-06 4.83486e-05 4.35002e-26 7.34828e-05 1.29833e-04
4.64159e+03 8.92866e-06 5.36094e-05 9.51411e-24 8.10236e-05 1.43562e-04
4.15956e+03 9.96335e-06 5.94196e-05 1.18988e-21 8.92719e-05 1.58655e-04
3.72759e+03 1.11179e-05 6.58327e-05 9.01855e-20 9.82864e-05 1.75237e-04
3.34048e+03 1.24063e-05 7.29035e-05 4.36397e-18 1.08133e-04 1.93443e-04
2.99358e+03 1.38440e-05 8.06976e-05 1.41257e-16 1.18897e-04 2.13438e-04
2.68270e+03 1.54483e-05 8.92889e-05 3.18928e-15 1.30631e-04 2.35368e-04
2.40410e+03 1.72385e-05 9.87469e-05 5.21449e-14 1.43408e-04 2.59394e-04
2.15443e+03 1.92362e-05 1.09151e-04 6.38505e-13 1.57306e-04 2.85694e-04
1.93070e+03 2.14654e-05 1.20587e-04 6.03440e-12 1.72405e-04 3.14458e-04
1.73020e+03 2.39529e-05 1.33147e-04 4.52221e-11 1.88788e-04 3.45888e-04
1.55052e+03 2.67286e-05 1.46928e-04 2.75315e-10 2.06542e-04 3.80200e-04
1.38950e+03 2.98260e-05 1.62035e-04 1.39155e-09 2.25762e-04 4.17625e-04
1.24520e+03 3.32823e-05 1.78578e-04 5.95405e-09 2.46540e-04 4.58407e-04
1.11588e+03 3.71388e-05 1.96673e-04 2.19457e-08 2.68965e-04 5.02798e-04
1.00000e+03 4.14413e-05 2.16437e-04 7.07799e-08 2.93073e-04 5.51022e-04
8.96151e+02 4.62399e-05 2.37993e-04 2.02578e-07 3.19026e-04 6.03461e-04
8.03086e+02 5.15881e-05 2.61458e-04 5.21036e-07 3.46806e-04 6.60373e-04
7.19686e+02 5.75420e-05 2.86944e-04 1.21799e-06 3.76377e-04 7.22081e-04
6.44947e+02 6.41567e-05 3.14547e-04 2.61415e-06 4.07608e-04 7.88927e-04
5.77969e+02 7.14833e-05 3.44342e-04 5.19850e-06 4.40243e-04 8.61267e-04
5.17947e+02 7.95637e-05 3.76371e-04 9.65690e-06 4.73879e-04 9.39470e-04
4.64159e+02 8.84257e-05 4.10636e-04 1.68810e-05 5.07963e-04 1.02391e-03
4.15956e+02 9.80778e-05 4.47097e-04 2.79526e-05 5.41809e-04 1.11494e-03
3.72759e+02 1.08506e-04 4.85668e-04 4.41044e-05 5.74629e-04 1.21291e-03
3.34048e+02 1.19669e-04 5.26220e-04 6.66632e-05 6.05585e-04 1.31814e-03
2.99358e+02 1.31504e-04 5.68637e-04 9.69865e-05 6.33849e-04 1.43098e-03
2.68270e+02 1.43921e-04 6.12665e-04 1.36450e-04 6.58659e-04 1.55170e-03
2.40410e+02 1.56816e-04 6.58159e-04 1.86216e-04 6.79329e-04 1.68052e-03
2.15443e+02 1.70071e-04 7.04869e-04 2.47474e-04 6.95426e-04 1.81784e-03
1.93070e+02 1.83569e-04 7.52810e-04 3.21257e-04 7.06578e-04 1.96421e-03
1.73020e+02 1.97205e-04 8.01803e-04 4.08504e-04 7.12615e-04 2.12013e-03
1.55052e+02 2.10908e-04 8.51799e-04 5.10086e-04 7.13524e-04 2.28632e-03
1.38950e+02 2.24658e-04 9.02784e-04 6.26848e-04 7.09429e-04 2.46372e-03
1.24520e+02 2.38519e-04 9.54762e-04 7.59658e-04 7.00575e-04 2.65351e-03
1.11588e+02 2.52665e-04 1.00775e-03 9.09455e-04 6.87303e-04 2.85717e-03
1.00000e+02 2.67410e-04 1.06219e-03 1.07731e-03 6.70041e-04 3.07695e-03
8.96151e+01 2.83230e-04 1.11712e-03 1.26447e-03 6.49292e-04 3.31411e-03
8.03086e+01 3.00785e-04 1.17309e-03 1.47258e-03 6.25487e-04 3.57194e-03
7.19686e+01 3.20929e-04 1.22957e-03 1.70304e-03 5.99192e-04 3.85274e-03
6.44947e+01 3.44706e-04 1.28632e-03 1.95776e-03 5.70939e-04 4.15973e-03
5.77969e+01 3.73351e-04 1.34309e-03 2.23939e-03 5.41238e-04 4.49708e-03
5.17947e+01 4.08269e-04 1.39956e-03 2.55061e-03 5.10620e-04 4.86905e-03
4.64159e+01 4.51026e-04 1.45518e-03 2.89427e-03 4.79534e-04 5.28001e-03
4.15956e+01 5.03329e-04 1.50970e-03 3.27429e-03 4.48408e-04 5.73572e-03
3.72759e+01 5.67017e-04 1.56258e-03 3.69432e-03 4.17613e-04 6.24153e-03
3.34048e+01 6.44048e-04 1.61352e-03 4.15913e-03 3.87462e-04 6.80416e-03
2.99358e+01 7.36499e-04 1.66221e-03 4.67375e-03 3.58210e-04 7.43067e-03
2.68270e+01 8.46571e-04 1.70832e-03 5.24390e-03 3.30070e-04 8.12887e-03
2.40410e+01 9.76602e-04 1.75172e-03 5.87618e-03 3.03219e-04 8.90772e-03
2.15443e+01 1.12908e-03 1.79224e-03 6.57764e-03 2.77807e-04 9.77677e-03
1.93070e+01 1.30669e-03 1.82982e-03 7.35643e-03 2.53938e-04 1.07469e-02
1.73020e+01 1.51230e-03 1.86444e-03 8.22156e-03 2.31658e-04 1.18300e-02
1.55052e+01 1.74905e-03 1.89614e-03 9.18302e-03 2.10951e-04 1.30392e-02
1.38950e+01 2.02036e-03 1.92498e-03 1.02521e-02 1.91747e-04 1.43892e-02
1.24520e+01 2.33000e-03 1.95110e-03 1.14456e-02 1.73942e-04 1.59007e-02
1.11588e+01 2.68212e-03 1.97457e-03 1.27644e-02 1.57437e-04 1.75785e-02
1.00000e+01 3.08133e-03 1.99555e-03 1.42373e-02 1.42164e-04 1.94563e-02
