# d_f:2.5
# l:100
# g:30
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 8.82330e-07 5.68147e-06 1.96541e-47 9.15331e-06 1.57171e-05
8.96151e+03 1.00663e-06 6.46367e-06 6.49263e-43 1.03857e-05 1.78560e-05
8.03086e+03 1.14847e-06 7.35206e-06 7.28215e-39 1.17792e-05 2.02797e-05
7.19686e+03 1.31034e-06 8.36075e-06 3.10249e-35 1.33538e-05 2.30249e-05
6.44947e+03 1.49507e-06 9.50565e-06 5.55196e-32 1.51319e-05 2.61326e-05
5.77969e+03 1.70591e-06 1.08040e-05 4.56676e-29 1.71373e-05 2.96473e-05
5.17947e+03 1.94656e-06 1.22774e-05 1.87184e-26 1.93996e-05 3.36235e-05
4.64159e+03 2.22127e-06 1.39478e-05 4.11022e-24 2.19471e-05 3.81162e-05
4.15956e+03 2.53489e-06 1.58402e-05 5.15897e-22 2.48153e-05 4.31904e-05
3.72759e+03 2.89296e-06 1.79843e-05 3.92294e-20 2.80416e-05 4.89189e-05
3.34048e+03 3.30185e-06 2.04117e-05 1.90387e-18 3.16645e-05 5.53781e-05
2.99358e+03 3.76883e-06 2.31583e-05 6.17901e-17 3.57326e-05 6.26598e-05
2.68270e+03 4.30226e-06 2.62645e-05 1.39841e-15 4.02930e-05 7.08598e-05
2.40410e+03 4.91170e-06 2.97751e-05 2.29126e-14 4.53991e-05 8.00859e-05
2.15443e+03 5.60815e-06 3.37401e-05 2.81089e-13 5.11087e-05 9.04570e-05
1.93070e+03 6.40425e-06 3.82152e-05 2.66094e-12 5.74843e-05 1.02104e-04
1.73020e+03 7.31456e-06 4.32619e-05 1.99701e-11 6.45939e-05 1.15170e-04
1.55052e+03 8.35588e-06 4.89486e-05 1.21733e-10 7.25095e-05 1.29814e-04
1.38950e+03 9.54762e-06 5.53504e-05 6.15954e-10 8.12997e-05 1.46198e-04
1.24520e+03 1.09123e-05 6.25497e-05 2.63793e-09 9.10569e-05 1.64522e-04
1.11588e+03 1.24761e-05 7.06363e-05 9.73066e-09 1.01856e-04 1.84978e-04
1.00000e+03 1.42693e-05 7.97071e-05 3.14045e-08 1.13775e-04 2.07783e-04
8.96151e+02 1.63272e-05 8.98564e-05 8.99327e-08 1.26882e-04 2.33155e-04
8.03086e+02 1.86900e-05 1.01208e-04 2.31420e-07 1.41224e-04 2.61353e-04
7.19686e+02 2.14019e-05 1.13876e-04 5.41206e-07 1.56813e-04 2.92632e-04
6.44947e+02 2.45111e-05 1.27941e-04 1.16203e-06 1.73609e-04 3.27223e-04
5.77969e+02 2.80666e-05 1.43509e-04 2.31170e-06 1.91500e-04 3.65387e-04
5.17947e+02 3.21147e-05 1.60657e-04 4.29606e-06 2.10291e-04 4.07359e-04
4.64159e+02 3.66952e-05 1.79437e-04 7.51338e-06 2.29705e-04 4.53351e-04
4.15956e+02 4.18369e-05 1.99868e-04 1.24482e-05 2.49383e-04 5.03536e-04
3.72759e+02 4.75531e-05 2.21936e-04 1.96550e-05 2.68906e-04 5.58051e-04
3.34048e+02 5.38388e-05 2.45590e-04 2.97347e-05 2.87822e-04 6.16985e-04
2.99358e+02 6.06696e-05 2.70781e-04 4.33086e-05 3.05672e-04 6.80431e-04
2.68270e+02 6.80015e-05 2.97352e-04 6.10598e-05 3.22028e-04 7.48441e-04
