# d_f:2.7
# l:100
# g:100
# phi:0.3
# l_k:3.5
# ideal_br:True
# N_e:165
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 7.31247e-08 1.44370e-07 5.49327e-49 7.12675e-08 2.88763e-07
8.96151e+03 8.26050e-08 1.62967e-07 1.84111e-44 8.03903e-08 3.25963e-07
8.03086e+03 9.33152e-08 1.83958e-07 2.09338e-40 9.06782e-08 3.67951e-07
7.19686e+03 1.05415e-07 2.07651e-07 9.03434e-37 1.02280e-07 4.15346e-07
6.44947e+03 1.19085e-07 2.34394e-07 1.63651e-33 1.15365e-07 4.68844e-07
5.77969e+03 1.34530e-07 2.64578e-07 1.36168e-30 1.30122e-07 5.29229e-07
5.17947e+03 1.51980e-07 2.98661e-07 5.64225e-28 1.46772e-07 5.97413e-07
4.64159e+03 1.71697e-07 3.37138e-07 1.25169e-25 1.65557e-07 6.74392e-07
4.15956e+03 1.93975e-07 3.80587e-07 1.58634e-23 1.86757e-07 7.61320e-07
3.72759e+03 2.19152e-07 4.29661e-07 1.21732e-21 2.10692e-07 8.59505e-07
3.34048e+03 2.47609e-07 4.85107e-07 5.95875e-20 2.37726e-07 9.70442e-07
2.99358e+03 2.79783e-07 5.47791e-07 1.94958e-18 2.68298e-07 1.09587e-06
2.68270e+03 3.16182e-07 6.18720e-07 4.44575e-17 3.02908e-07 1.23781e-06
2.40410e+03 3.57396e-07 6.99086e-07 7.33610e-16 3.42168e-07 1.39865e-06
2.15443e+03 4.04123e-07 7.90319e-07 9.05968e-15 3.86812e-07 1.58125e-06
1.93070e+03 4.57198e-07 8.94152e-07 8.62948e-14 4.37756e-07 1.78911e-06
1.73020e+03 5.17624e-07 1.01271e-06 6.51360e-13 4.96140e-07 2.02647e-06
1.55052e+03 5.86623e-07 1.14861e-06 3.99162e-12 5.63391e-07 2.29862e-06
1.38950e+03 6.65690e-07 1.30511e-06 2.02959e-11 6.41306e-07 2.61213e-06
1.24520e+03 7.56668e-07 1.48629e-06 8.73097e-11 7.32131e-07 2.97517e-06
1.11588e+03 8.61844e-07 1.69722e-06 3.23374e-10 8.38642e-07 3.39803e-06
1.00000e+03 9.84066e-07 1.94429e-06 1.04748e-09 9.64179e-07 3.89358e-06
8.96151e+02 1.12688e-06 2.23543e-06 3.00951e-09 1.11259e-06 4.47791e-06
8.03086e+02 1.29495e-06 2.58042e-06 7.76678e-09 1.28800e-06 5.17113e-06
7.19686e+02 1.49336e-06 2.99105e-06 1.82098e-08 1.49444e-06 5.99706e-06
6.44947e+02 1.72875e-06 3.48110e-06 3.91843e-08 1.73523e-06 6.98426e-06
5.77969e+02 2.00887e-06 4.06599e-06 7.80973e-08 2.01231e-06 8.16526e-06
5.17947e+02 2.34038e-06 4.76219e-06 1.45361e-07 2.32553e-06 9.57346e-06
4.64159e+02 2.73136e-06 5.58626e-06 2.54546e-07 2.67217e-06 1.12443e-05
4.15956e+02 3.18881e-06 6.55371e-06 4.22164e-07 3.04673e-06 1.32114e-05
3.72759e+02 3.71846e-06 7.67770e-06 6.67112e-07 3.44106e-06 1.55043e-05
3.34048e+02 4.32436e-06 8.96825e-06 1.00988e-06 3.84490e-06 1.81474e-05
2.99358e+02 5.00876e-06 1.04311e-05 1.47168e-06 4.24664e-06 2.11581e-05
2.68270e+02 5.77229e-06 1.20673e-05 2.07370e-06 4.63424e-06 2.45475e-05
2.40410e+02 6.61466e-06 1.38735e-05 2.83658e-06 4.99613e-06 2.83209e-05
