# d_f:3
# l:300
# g:100
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 4.48968e-06 2.39207e-05 1.52368e-18 3.21367e-05 6.05471e-05
8.96151e+03 5.00996e-06 2.64918e-05 4.89550e-17 3.53673e-05 6.68690e-05
8.03086e+03 5.59053e-06 2.93282e-05 1.09797e-15 3.88945e-05 7.38132e-05
7.19686e+03 6.23839e-06 3.24537e-05 1.78451e-14 4.27417e-05 8.14338e-05
6.44947e+03 6.96132e-06 3.58954e-05 2.17346e-13 4.69336e-05 8.97904e-05
5.77969e+03 7.76802e-06 3.96827e-05 2.04430e-12 5.14963e-05 9.89471e-05
5.17947e+03 8.66821e-06 4.38469e-05 1.52546e-11 5.64570e-05 1.08972e-04
4.64159e+03 9.67272e-06 4.84220e-05 9.25152e-11 6.18446e-05 1.19939e-04
4.15956e+03 1.07936e-05 5.34441e-05 4.66005e-10 6.76905e-05 1.31929e-04
3.72759e+03 1.20444e-05 5.89516e-05 1.98777e-09 7.40253e-05 1.45023e-04
3.34048e+03 1.34400e-05 6.49850e-05 7.30648e-09 8.08797e-05 1.59312e-04
2.99358e+03 1.49970e-05 7.15866e-05 2.35071e-08 8.82706e-05 1.74878e-04
2.68270e+03 1.67335e-05 7.87995e-05 6.71310e-08 9.62481e-05 1.91848e-04
2.40410e+03 1.86689e-05 8.66666e-05 1.72322e-07 1.04813e-04 2.10321e-04
2.15443e+03 2.08234e-05 9.52288e-05 4.02118e-07 1.13957e-04 2.30411e-04
1.93070e+03 2.32169e-05 1.04522e-04 8.61697e-07 1.23641e-04 2.52242e-04
1.73020e+03 2.58678e-05 1.14575e-04 1.71116e-06 1.33787e-04 2.75942e-04
1.55052e+03 2.87912e-05 1.25407e-04 3.17472e-06 1.44271e-04 3.01643e-04
1.38950e+03 3.19969e-05 1.37020e-04 5.54344e-06 1.54917e-04 3.29478e-04
1.24520e+03 3.54879e-05 1.49406e-04 9.17002e-06 1.65508e-04 3.59572e-04
1.11588e+03 3.92589e-05 1.62537e-04 1.44558e-05 1.75793e-04 3.92045e-04
1.00000e+03 4.32952e-05 1.76345e-04 2.18326e-05 1.85504e-04 4.26977e-04
8.96151e+02 4.75734e-05 1.90832e-04 3.17413e-05 1.94376e-04 4.64523e-04
8.03086e+02 5.20618e-05 2.05912e-04 4.46133e-05 2.02152e-04 5.04739e-04
7.19686e+02 5.67228e-05 2.21522e-04 6.08545e-05 2.08643e-04 5.47742e-04
6.44947e+02 6.15157e-05 2.37605e-04 8.08369e-05 2.13674e-04 5.93632e-04
5.77969e+02 6.64012e-05 2.54115e-04 1.04897e-04 2.17135e-04 6.42548e-04
5.17947e+02 7.13476e-05 2.71013e-04 1.33338e-04 2.18969e-04 6.94668e-04
4.64159e+02 7.63379e-05 2.88274e-04 1.66444e-04 2.19170e-04 7.50226e-04
4.15956e+02 8.13796e-05 3.05880e-04 2.04490e-04 2.17777e-04 8.09526e-04
3.72759e+02 8.65140e-05 3.23819e-04 2.47757e-04 2.14869e-04 8.72959e-04
3.34048e+02 9.18265e-05 3.42071e-04 2.96552e-04 2.10560e-04 9.41010e-04
2.99358e+02 9.74559e-05 3.60644e-04 3.51223e-04 2.04992e-04 1.01431e-03
2.68270e+02 1.03601e-04 3.79427e-04 4.12176e-04 1.98330e-04 1.09353e-03
2.40410e+02 1.10524e-04 3.98372e-04 4.79913e-04 1.90721e-04 1.17953e-03
2.15443e+02 1.18554e-04 4.17398e-04 5.54932e-04 1.82353e-04 1.27324e-03
1.93070e+02 1.28083e-04 4.36395e-04 6.37916e-04 1.73400e-04 1.37579e-03
1.73020e+02 1.39563e-04 4.55229e-04 7.29623e-04 1.64030e-04 1.48844e-03
1.55052e+02 1.53501e-04 4.73778e-04 8.30764e-04 1.54414e-04 1.61246e-03
1.38950e+02 1.70453e-04 4.91625e-04 9.42873e-04 1.44696e-04 1.74965e-03
1.24520e+02 1.91022e-04 5.09469e-04 1.06660e-03 1.35008e-04 1.90210e-03
1.11588e+02 2.15848e-04 5.26364e-04 1.20341e-03 1.25466e-04 2.07109e-03
1.00000e+02 2.45615e-04 5.42475e-04 1.35478e-03 1.16163e-04 2.25904e-03
8.96151e+01 2.81046e-04 5.57709e-04 1.52235e-03 1.07176e-04 2.46828e-03
8.03086e+01 3.22909e-04 5.72014e-04 1.70796e-03 9.85654e-05 2.70144e-03
7.19686e+01 3.72022e-04 5.85357e-04 1.91391e-03 9.03805e-05 2.96167e-03
6.44947e+01 4.29260e-04 5.97711e-04 2.14227e-03 8.26622e-05 3.25190e-03
5.77969e+01 4.95567e-04 6.09069e-04 2.39596e-03 7.54366e-05 3.57603e-03
5.17947e+01 5.71967e-04 6.19444e-04 2.67782e-03 6.87133e-05 3.93794e-03
4.64159e+01 6.59576e-04 6.28912e-04 2.99107e-03 6.24827e-05 4.34204e-03
4.15956e+01 7.59619e-04 6.37359e-04 3.33921e-03 5.67194e-05 4.79291e-03
3.72759e+01 8.73450e-04 6.44984e-04 3.72950e-03 5.13894e-05 5.29932e-03
3.34048e+01 1.00256e-03 6.51782e-04 4.15747e-03 4.64602e-05 5.85827e-03
2.99358e+01 1.14862e-03 6.57863e-04 4.63696e-03 4.19088e-05 6.48535e-03
2.68270e+01 1.31347e-03 6.63164e-04 5.17085e-03 3.77257e-05 7.18521e-03
2.40410e+01 1.49917e-03 6.67831e-04 5.76556e-03 3.39284e-05 7.96648e-03
2.15443e+01 1.70801e-03 6.71908e-04 6.42801e-03 3.04705e-05 8.83840e-03
1.93070e+01 1.94258e-03 6.75460e-04 7.16608e-03 2.73993e-05 9.81152e-03
1.73020e+01 2.20573e-03 6.78507e-04 7.98846e-03 2.46823e-05 1.08974e-02
1.55052e+01 2.50066e-03 6.81142e-04 8.90453e-03 2.22889e-05 1.21086e-02
1.38950e+01 2.83096e-03 6.83382e-04 9.92685e-03 2.01749e-05 1.34614e-02
1.24520e+01 3.20062e-03 6.85275e-04 1.10664e-02 1.82890e-05 1.49706e-02
1.11588e+01 3.61411e-03 6.86864e-04 1.23353e-02 1.65791e-05 1.66528e-02
1.00000e+01 4.07644e-03 6.88181e-04 1.37498e-02 1.49989e-05 1.85294e-02
