# d_f:2
# l:100
# g:30
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 8.67789e-08 5.74567e-07 5.53376e-48 9.51080e-07 1.61243e-06
8.96151e+03 1.02363e-07 6.77192e-07 1.85468e-43 1.12005e-06 1.89960e-06
8.03086e+03 1.20757e-07 7.98135e-07 2.10881e-39 1.31888e-06 2.23777e-06
7.19686e+03 1.42468e-07 9.40659e-07 9.10092e-36 1.55280e-06 2.63592e-06
6.44947e+03 1.68102e-07 1.10861e-06 1.64857e-32 1.82793e-06 3.10464e-06
5.77969e+03 1.98371e-07 1.30648e-06 1.37171e-29 2.15139e-06 3.65624e-06
5.17947e+03 2.34123e-07 1.53967e-06 5.68383e-27 2.53168e-06 4.30547e-06
4.64159e+03 2.76361e-07 1.81438e-06 1.26092e-24 2.97849e-06 5.06923e-06
4.15956e+03 3.26277e-07 2.13801e-06 1.59803e-22 3.50325e-06 5.96754e-06
3.72759e+03 3.85285e-07 2.51923e-06 1.22629e-20 4.11925e-06 7.02376e-06
3.34048e+03 4.55069e-07 2.96822e-06 6.00266e-19 4.84180e-06 8.26509e-06
2.99358e+03 5.37633e-07 3.49697e-06 1.96395e-17 5.68903e-06 9.72364e-06
2.68270e+03 6.35369e-07 4.11953e-06 4.47851e-16 6.68150e-06 1.14364e-05
2.40410e+03 7.51133e-07 4.85238e-06 7.39017e-15 7.84299e-06 1.34465e-05
2.15443e+03 8.88350e-07 5.71486e-06 9.12645e-14 9.20083e-06 1.58040e-05
1.93070e+03 1.05113e-06 6.72956e-06 8.69307e-13 1.07862e-05 1.85669e-05
1.73020e+03 1.24444e-06 7.92291e-06 6.56160e-12 1.26343e-05 2.18017e-05
1.55052e+03 1.47430e-06 9.32577e-06 4.02103e-11 1.47850e-05 2.55851e-05
1.38950e+03 1.74805e-06 1.09741e-05 2.04454e-10 1.72825e-05 3.00048e-05
1.24520e+03 2.07475e-06 1.29095e-05 8.79531e-10 2.01755e-05 3.51606e-05
1.11588e+03 2.46566e-06 1.51806e-05 3.25757e-09 2.35162e-05 4.11657e-05
1.00000e+03 2.93525e-06 1.78432e-05 1.05520e-08 2.73589e-05 4.81478e-05
8.96151e+02 3.50118e-06 2.09611e-05 3.03169e-08 3.17567e-05 5.62493e-05
8.03086e+02 4.18686e-06 2.46067e-05 7.82401e-08 3.67566e-05 6.56284e-05
7.19686e+02 5.01951e-06 2.88600e-05 1.83440e-07 4.23925e-05 7.64555e-05
6.44947e+02 6.03290e-06 3.38131e-05 3.94731e-07 4.86774e-05 8.89182e-05
5.77969e+02 7.26528e-06 3.95458e-05 7.86728e-07 5.55948e-05 1.03193e-04
5.17947e+02 8.75784e-06 4.61485e-05 1.46433e-06 6.30923e-05 1.19463e-04
4.64159e+02 1.05519e-05 5.37003e-05 2.56422e-06 7.10787e-05 1.37895e-04
4.15956e+02 1.26854e-05 6.22663e-05 4.25275e-06 7.94255e-05 1.58630e-04
