# d_f:2.7
# l:50
# g:50
# phi:0.1
# l_k:3.5
# ideal_br:True
# N_e:2020
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 2.85182e-08 5.70985e-08 4.26112e-92 2.85806e-08 1.14197e-07
8.96151e+03 3.25509e-08 6.51307e-08 4.74550e-83 3.25802e-08 1.30262e-07
8.03086e+03 3.72255e-08 7.44700e-08 6.07817e-75 3.72451e-08 1.48941e-07
7.19686e+03 4.26559e-08 8.53417e-08 1.12104e-67 4.26866e-08 1.70684e-07
6.44947e+03 4.89764e-08 9.80129e-08 3.64155e-61 4.90376e-08 1.96027e-07
5.77969e+03 5.63455e-08 1.12802e-07 2.49533e-55 5.64577e-08 2.25605e-07
5.17947e+03 6.49499e-08 1.30085e-07 4.23992e-50 6.51377e-08 2.60173e-07
4.64159e+03 7.50098e-08 1.50312e-07 2.06482e-45 7.53052e-08 3.00627e-07
4.15956e+03 8.67850e-08 1.74011e-07 3.28148e-41 8.72306e-08 3.48027e-07
3.72759e+03 1.00582e-07 2.01810e-07 1.91177e-37 1.01235e-07 4.03627e-07
3.34048e+03 1.16762e-07 2.34453e-07 4.53149e-34 1.17701e-07 4.68916e-07
2.99358e+03 1.35753e-07 2.72817e-07 4.79789e-31 1.37079e-07 5.45648e-07
2.68270e+03 1.58059e-07 3.17953e-07 2.46725e-28 1.59915e-07 6.35927e-07
2.40410e+03 1.84276e-07 3.71096e-07 6.64206e-26 1.86850e-07 7.42223e-07
2.15443e+03 2.15112e-07 4.33722e-07 1.00119e-23 2.18655e-07 8.67489e-07
1.93070e+03 2.51402e-07 5.07586e-07 8.97454e-22 2.56250e-07 1.01524e-06
1.73020e+03 2.94137e-07 5.94780e-07 5.04944e-20 3.00737e-07 1.18965e-06
1.55052e+03 3.44491e-07 6.97799e-07 1.87164e-18 3.53450e-07 1.39574e-06
1.38950e+03 4.03861e-07 8.19635e-07 4.77297e-17 4.15988e-07 1.63948e-06
1.24520e+03 4.73905e-07 9.63866e-07 8.70605e-16 4.90278e-07 1.92805e-06
1.11588e+03 5.56601e-07 1.13480e-06 1.17613e-14 5.78665e-07 2.27006e-06
1.00000e+03 6.54308e-07 1.33761e-06 1.21410e-13 6.83997e-07 2.67591e-06
8.96151e+02 7.69850e-07 1.57858e-06 9.84881e-13 8.09756e-07 3.15818e-06
8.03086e+02 9.06623e-07 1.86531e-06 6.43788e-12 9.60207e-07 3.73214e-06
7.19686e+02 1.06873e-06 2.20709e-06 3.46823e-11 1.14060e-06 4.41645e-06
6.44947e+02 1.26114e-06 2.61533e-06 1.57125e-10 1.35737e-06 5.23401e-06
5.77969e+02 1.48999e-06 3.10408e-06 6.09564e-10 1.61842e-06 6.21310e-06
5.17947e+02 1.76283e-06 3.69076e-06 2.05817e-09 1.93317e-06 7.38881e-06
4.64159e+02 2.08929e-06 4.39694e-06 6.13702e-09 2.31257e-06 8.80494e-06
4.15956e+02 2.48085e-06 5.24913e-06 1.63730e-08 2.76860e-06 1.05150e-05
3.72759e+02 2.95196e-06 6.27940e-06 3.95452e-08 3.31327e-06 1.25842e-05
3.34048e+02 3.52075e-06 7.52545e-06 8.73837e-08 3.95715e-06 1.50907e-05
2.99358e+02 4.20570e-06 9.03006e-06 1.78341e-07 4.70740e-06 1.81215e-05
2.68270e+02 5.02878e-06 1.08395e-05 3.39041e-07 5.56578e-06 2.17731e-05
2.40410e+02 6.01188e-06 1.30012e-05 6.05008e-07 6.52702e-06 2.61452e-05
2.15443e+02 7.17563e-06 1.55606e-05 1.02040e-06 7.57793e-06 3.13345e-05
1.93070e+02 8.53761e-06 1.85573e-05 1.63671e-06 8.69752e-06 3.74291e-05
1.73020e+02 1.01109e-05 2.20229e-05 2.51073e-06 9.85809e-06 4.45027e-05
1.55052e+02 1.19034e-05 2.59828e-05 3.70204e-06 1.10273e-05 5.26155e-05
1.38950e+02 1.39178e-05 3.04347e-05 5.27078e-06 1.21706e-05 6.17939e-05
1.24520e+02 1.61533e-05 3.53780e-05 7.31444e-06 1.32541e-05 7.20998e-05
1.11588e+02 1.86078e-05 4.07936e-05 9.82172e-06 1.42467e-05 8.34698e-05
1.00000e+02 2.12813e-05 4.66523e-05 1.28785e-05 1.51208e-05 9.59329e-05
8.96151e+01 2.41802e-05 5.29156e-05 1.65396e-05 1.58595e-05 1.09495e-04
8.03086e+01 2.73214e-05 5.95391e-05 2.08632e-05 1.64482e-05 1.24172e-04
7.19686e+01 3.07369e-05 6.64748e-05 2.59120e-05 1.68808e-05 1.40005e-04
6.44947e+01 3.44778e-05 7.36740e-05 3.17585e-05 1.71574e-05 1.57068e-04
5.77969e+01 3.86189e-05 8.10896e-05 3.84889e-05 1.72833e-05 1.75481e-04
5.17947e+01 4.32619e-05 8.86786e-05 4.62077e-05 1.72686e-05 1.95417e-04
4.64159e+01 4.85393e-05 9.69630e-05 5.50428e-05 1.71277e-05 2.17673e-04
4.15956e+01 5.46184e-05 1.05228e-04 6.51505e-05 1.68734e-05 2.41871e-04
3.72759e+01 6.17050e-05 1.13472e-04 7.67207e-05 1.65227e-05 2.68421e-04
3.34048e+01 7.00482e-05 1.21698e-04 9.02917e-05 1.60922e-05 2.98130e-04
2.99358e+01 7.99461e-05 1.29757e-04 1.05753e-04 1.55979e-05 3.31054e-04
2.68270e+01 9.17521e-05 1.38401e-04 1.23292e-04 1.50527e-05 3.68497e-04
2.40410e+01 1.05883e-04 1.46566e-04 1.43697e-04 1.44749e-05 4.10622e-04
2.15443e+01 1.22831e-04 1.54800e-04 1.67226e-04 1.38725e-05 4.58729e-04
1.93070e+01 1.43171e-04 1.63123e-04 1.94645e-04 1.32573e-05 5.14196e-04
