# d_f:2.5
# l:100
# g:50
# N_e:0
# l_k:1
# ideal_br:False
# 
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 1.18382e-06 4.62754e-06 1.70336e-47 4.52396e-06 1.03353e-05
8.96151e+03 1.35055e-06 5.26995e-06 5.62695e-43 5.14317e-06 1.17637e-05
8.03086e+03 1.54080e-06 6.00087e-06 6.31120e-39 5.84575e-06 1.33874e-05
7.19686e+03 1.75790e-06 6.83235e-06 2.68882e-35 6.64265e-06 1.52329e-05
6.44947e+03 2.00564e-06 7.77808e-06 4.81170e-32 7.54620e-06 1.73299e-05
5.77969e+03 2.28838e-06 8.85321e-06 3.95786e-29 8.56993e-06 1.97115e-05
5.17947e+03 2.61107e-06 1.00761e-05 1.62226e-26 9.72967e-06 2.24168e-05
4.64159e+03 2.97939e-06 1.14659e-05 3.56219e-24 1.10434e-05 2.54888e-05
4.15956e+03 3.39983e-06 1.30459e-05 4.47111e-22 1.25309e-05 2.89767e-05
3.72759e+03 3.87981e-06 1.48414e-05 3.39988e-20 1.42140e-05 3.29352e-05
3.34048e+03 4.42782e-06 1.68812e-05 1.65002e-18 1.61170e-05 3.74260e-05
2.99358e+03 5.05360e-06 1.91982e-05 5.35515e-17 1.82690e-05 4.25208e-05
2.68270e+03 5.76828e-06 2.18294e-05 1.21195e-15 2.07004e-05 4.82982e-05
2.40410e+03 6.58464e-06 2.48169e-05 1.98576e-14 2.34460e-05 5.48476e-05
2.15443e+03 7.51735e-06 2.82081e-05 2.43611e-13 2.65458e-05 6.22712e-05
1.93070e+03 8.58324e-06 3.20566e-05 2.30614e-12 3.00404e-05 7.06802e-05
1.73020e+03 9.80169e-06 3.64202e-05 1.73075e-11 3.39826e-05 8.02045e-05
1.55052e+03 1.11950e-05 4.13728e-05 1.05502e-10 3.84247e-05 9.09927e-05
1.38950e+03 1.27890e-05 4.69889e-05 5.33827e-10 4.34275e-05 1.03206e-04
1.24520e+03 1.46136e-05 5.33553e-05 2.28621e-09 4.90568e-05 1.17028e-04
1.11588e+03 1.67033e-05 6.05694e-05 8.43324e-09 5.53842e-05 1.32665e-04
1.00000e+03 1.90983e-05 6.87400e-05 2.72172e-08 6.24843e-05 1.50350e-04
8.96151e+02 2.18451e-05 7.79870e-05 7.79417e-08 7.04303e-05 1.70340e-04
8.03086e+02 2.49965e-05 8.84406e-05 2.00564e-07 7.92855e-05 1.92923e-04
7.19686e+02 2.86108e-05 1.00238e-04 4.69045e-07 8.90908e-05 2.18409e-04
6.44947e+02 3.27511e-05 1.13520e-04 1.00709e-06 9.98497e-05 2.47128e-04
5.77969e+02 3.74813e-05 1.28420e-04 2.00347e-06 1.11513e-04 2.79419e-04
5.17947e+02 4.28622e-05 1.45061e-04 3.72325e-06 1.23968e-04 3.15614e-04
4.64159e+02 4.89453e-05 1.63539e-04 6.51159e-06 1.37030e-04 3.56025e-04
4.15956e+02 5.57678e-05 1.83919e-04 1.07884e-05 1.50445e-04 4.00920e-04
3.72759e+02 6.33467e-05 2.06227e-04 1.70343e-05 1.63908e-04 4.50516e-04
