# d_f:2.7
# l:50
# g:200
# phi:0.2
# l_k:3.5
# ideal_br:True
# N_e:207
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 1.01621e-07 5.07633e-08 1.70445e-92 6.33955e-09 1.58724e-07
8.96151e+03 1.14789e-07 5.72915e-08 1.89820e-83 7.14865e-09 1.79230e-07
8.03086e+03 1.29664e-07 6.46871e-08 2.43127e-75 8.06794e-09 2.02419e-07
7.19686e+03 1.46466e-07 7.30562e-08 4.48415e-68 9.11015e-09 2.28632e-07
6.44947e+03 1.65446e-07 8.25201e-08 1.45662e-61 1.02900e-08 2.58256e-07
5.77969e+03 1.86886e-07 9.32179e-08 9.98134e-56 1.16245e-08 2.91728e-07
5.17947e+03 2.11104e-07 1.05309e-07 1.69597e-50 1.31336e-08 3.29547e-07
4.64159e+03 2.38462e-07 1.18974e-07 8.25927e-46 1.48402e-08 3.72277e-07
4.15956e+03 2.69367e-07 1.34421e-07 1.31259e-41 1.67706e-08 4.20558e-07
3.72759e+03 3.04277e-07 1.51883e-07 7.64708e-38 1.89546e-08 4.75115e-07
3.34048e+03 3.43714e-07 1.71628e-07 1.81260e-34 2.14264e-08 5.36769e-07
2.99358e+03 3.88266e-07 1.93957e-07 1.91916e-31 2.42249e-08 6.06448e-07
2.68270e+03 4.38598e-07 2.19221e-07 9.86898e-29 2.73959e-08 6.85216e-07
2.40410e+03 4.95469e-07 2.47812e-07 2.65682e-26 3.09906e-08 7.74272e-07
2.15443e+03 5.59741e-07 2.80189e-07 4.00475e-24 3.50698e-08 8.75000e-07
1.93070e+03 6.32410e-07 3.16884e-07 3.58982e-22 3.97049e-08 9.88999e-07
1.73020e+03 7.14630e-07 3.58525e-07 2.01978e-20 4.49809e-08 1.11814e-06
1.55052e+03 8.07753e-07 4.05859e-07 7.48658e-19 5.10026e-08 1.26462e-06
1.38950e+03 9.13381e-07 4.59789e-07 1.90919e-17 5.78965e-08 1.43107e-06
1.24520e+03 1.03342e-06 5.21412e-07 3.48242e-16 6.58208e-08 1.62065e-06
1.11588e+03 1.17016e-06 5.92072e-07 4.70452e-15 7.49743e-08 1.83720e-06
1.00000e+03 1.32633e-06 6.73428e-07 4.85641e-14 8.56086e-08 2.08537e-06
8.96151e+02 1.50525e-06 7.67532e-07 3.93953e-13 9.80448e-08 2.37083e-06
8.03086e+02 1.71087e-06 8.76938e-07 2.57515e-12 1.12698e-07 2.70051e-06
7.19686e+02 1.94796e-06 1.00485e-06 1.38729e-11 1.30111e-07 3.08293e-06
6.44947e+02 2.22225e-06 1.15534e-06 6.28501e-11 1.51001e-07 3.52865e-06
5.77969e+02 2.54066e-06 1.33364e-06 2.43825e-10 1.76322e-07 4.05086e-06
5.17947e+02 2.91155e-06 1.54659e-06 8.23266e-10 2.07324e-07 4.66628e-06
4.64159e+02 3.34505e-06 1.80318e-06 2.45481e-09 2.45592e-07 5.39627e-06
4.15956e+02 3.85356e-06 2.11584e-06 6.54922e-09 2.93021e-07 6.26897e-06
