# d_f:2.7
# l:200
# g:67
# phi:0.2
# l_k:3.5
# ideal_br:True
# N_e:1155
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 1.95537e-08 1.13785e-07 1.81216e-27 1.65625e-07 2.98963e-07
8.96151e+03 2.23942e-08 1.30113e-07 3.33513e-25 1.89117e-07 3.41624e-07
8.03086e+03 2.57024e-08 1.49085e-07 3.57525e-23 2.16352e-07 3.91139e-07
7.19686e+03 2.95635e-08 1.71168e-07 2.36136e-21 2.47973e-07 4.48704e-07
6.44947e+03 3.40789e-08 1.96913e-07 1.01049e-19 2.84727e-07 5.15719e-07
5.77969e+03 3.93690e-08 2.26970e-07 2.93092e-18 3.27501e-07 5.93840e-07
5.17947e+03 4.55775e-08 2.62099e-07 5.99972e-17 3.77306e-07 6.84982e-07
4.64159e+03 5.28757e-08 3.03196e-07 8.98771e-16 4.35316e-07 7.91388e-07
4.15956e+03 6.14688e-08 3.51315e-07 1.01780e-14 5.02893e-07 9.15677e-07
3.72759e+03 7.16033e-08 4.07692e-07 8.97056e-14 5.81597e-07 1.06089e-06
3.34048e+03 8.35763e-08 4.73777e-07 6.31614e-13 6.73208e-07 1.23056e-06
2.99358e+03 9.77486e-08 5.51269e-07 3.63685e-12 7.79756e-07 1.42878e-06
2.68270e+03 1.14561e-07 6.42162e-07 1.74885e-11 9.03520e-07 1.66026e-06
2.40410e+03 1.34557e-07 7.48782e-07 7.15663e-11 1.04703e-06 1.93044e-06
2.15443e+03 1.58415e-07 8.73846e-07 2.53468e-10 1.21301e-06 2.24552e-06
1.93070e+03 1.86981e-07 1.02051e-06 7.88815e-10 1.40430e-06 2.61258e-06
1.73020e+03 2.21318e-07 1.19238e-06 2.18658e-09 1.62369e-06 3.03958e-06
1.55052e+03 2.62951e-07 1.39359e-06 5.46504e-09 1.87360e-06 3.53561e-06
1.38950e+03 3.13289e-07 1.62868e-06 1.24513e-08 2.15570e-06 4.11012e-06
1.24520e+03 3.74354e-07 1.90284e-06 2.61158e-08 2.47053e-06 4.77384e-06
1.11588e+03 4.48309e-07 2.22056e-06 5.08744e-08 2.81699e-06 5.53674e-06
1.00000e+03 5.38322e-07 2.58691e-06 9.27804e-08 3.19211e-06 6.41012e-06
8.96151e+02 6.45361e-07 3.00618e-06 1.59544e-07 3.59090e-06 7.40198e-06
8.03086e+02 7.71947e-07 3.48185e-06 2.60358e-07 4.00649e-06 8.52065e-06
7.19686e+02 9.19596e-07 4.01626e-06 4.05552e-07 4.43051e-06 9.77192e-06
6.44947e+02 1.08917e-06 4.61037e-06 6.06152e-07 4.85364e-06 1.11593e-05
5.77969e+02 1.28075e-06 5.26358e-06 8.73426e-07 5.26624e-06 1.26840e-05
5.17947e+02 1.49359e-06 5.97433e-06 1.21852e-06 5.65905e-06 1.43455e-05
4.64159e+02 1.72614e-06 6.73963e-06 1.65227e-06 6.02368e-06 1.61417e-05
4.15956e+02 1.97622e-06 7.55586e-06 2.18513e-06 6.35307e-06 1.80703e-05
3.72759e+02 2.24111e-06 8.41904e-06 2.82747e-06 6.64174e-06 2.01294e-05
3.34048e+02 2.51793e-06 9.32540e-06 3.58988e-06 6.88583e-06 2.23190e-05
2.99358e+02 2.80388e-06 1.02716e-05 4.48378e-06 7.08307e-06 2.46423e-05
2.68270e+02 3.09663e-06 1.12551e-05 5.52206e-06 7.23264e-06 2.71065e-05
2.40410e+02 3.39474e-06 1.22744e-05 6.71988e-06 7.33432e-06 2.97234e-05
2.15443e+02 3.69814e-06 1.33290e-05 8.09551e-06 7.39151e-06 3.25142e-05
