# d_f:2.7
# l:50
# g:17
# phi:0.1
# l_k:3.5
# ideal_br:True
# N_e:7446
# genomic distance $s$; contact probability $P(s)$
1.00000e+04 1.47320e-08 8.67435e-08 6.35989e-92 1.27353e-07 2.28828e-07
8.96151e+03 1.72620e-08 1.01388e-07 7.08284e-83 1.48694e-07 2.67344e-07
8.03086e+03 2.02401e-08 1.18710e-07 9.07189e-75 1.73973e-07 3.12923e-07
7.19686e+03 2.37467e-08 1.39157e-07 1.67319e-67 2.03832e-07 3.66736e-07
6.44947e+03 2.78766e-08 1.63262e-07 5.43514e-61 2.39030e-07 4.30168e-07
5.77969e+03 3.27419e-08 1.91658e-07 3.72438e-55 2.80475e-07 5.04875e-07
5.17947e+03 3.84750e-08 2.25100e-07 6.32824e-50 3.29249e-07 5.92824e-07
4.64159e+03 4.52321e-08 2.64483e-07 3.08182e-45 3.86637e-07 6.96353e-07
4.15956e+03 5.31983e-08 3.10863e-07 4.89774e-41 4.54150e-07 8.18211e-07
3.72759e+03 6.25922e-08 3.64001e-07 2.85339e-37 5.32023e-07 9.58616e-07
3.34048e+03 7.36725e-08 4.28926e-07 6.76342e-34 6.25822e-07 1.12842e-06
2.99358e+03 8.67454e-08 5.05374e-07 7.16103e-31 7.36432e-07 1.32855e-06
2.68270e+03 1.02174e-07 5.94962e-07 3.68246e-28 8.66157e-07 1.56329e-06
2.40410e+03 1.20387e-07 7.00214e-07 9.91352e-26 1.01827e-06 1.83888e-06
2.15443e+03 1.41896e-07 8.24222e-07 1.49431e-23 1.19706e-06 2.16317e-06
1.93070e+03 1.67307e-07 9.70347e-07 1.33948e-21 1.40720e-06 2.54485e-06
1.73020e+03 1.97337e-07 1.14254e-06 7.53648e-20 1.65408e-06 2.99396e-06
1.55052e+03 2.32845e-07 1.34546e-06 2.79350e-18 1.94413e-06 3.52244e-06
1.38950e+03 2.74851e-07 1.58458e-06 7.12383e-17 2.28467e-06 4.14410e-06
1.24520e+03 3.24573e-07 1.86637e-06 1.29941e-15 2.68423e-06 4.87517e-06
1.11588e+03 3.83469e-07 2.19841e-06 1.75542e-14 3.15274e-06 5.73462e-06
1.00000e+03 4.53290e-07 2.58964e-06 1.81209e-13 3.70162e-06 6.74454e-06
8.96151e+02 5.36142e-07 3.05054e-06 1.46997e-12 4.34393e-06 7.93062e-06
8.03086e+02 6.34573e-07 3.59344e-06 9.60877e-12 5.09466e-06 9.32268e-06
7.19686e+02 7.51684e-07 4.23278e-06 5.17646e-11 5.97073e-06 1.09552e-05
6.44947e+02 8.91282e-07 4.98547e-06 2.34515e-10 6.99110e-06 1.28681e-05
5.77969e+02 1.05808e-06 5.87128e-06 9.09797e-10 8.17662e-06 1.51069e-05
5.17947e+02 1.25796e-06 6.91324e-06 3.07189e-09 9.54960e-06 1.77239e-05
4.64159e+02 1.49875e-06 8.13803e-06 9.15973e-09 1.11328e-05 2.07788e-05
4.15956e+02 1.78944e-06 9.57620e-06 2.44374e-08 1.29478e-05 2.43379e-05
3.72759e+02 2.14187e-06 1.12621e-05 5.90227e-08 1.50124e-05 2.84754e-05
3.34048e+02 2.57124e-06 1.32335e-05 1.30423e-07 1.73371e-05 3.32722e-05
2.99358e+02 3.09268e-06 1.55329e-05 2.66180e-07 1.99222e-05 3.88140e-05
2.68270e+02 3.72483e-06 1.81960e-05 5.06032e-07 2.27540e-05 4.51808e-05
